x,y,species cloglog values
934.0,934.0,0.0
935.0,935.0,3.83831E-9
936.0,936.0,1.6044494E-6
937.0,937.0,2.122904E-5
938.0,938.0,1.997355E-6
939.0,939.0,7.959106E-6
940.0,940.0,1.779574E-4
941.0,941.0,0.0011166744
942.0,942.0,0.0070919534
943.0,943.0,0.0042880625
944.0,944.0,0.02112346
945.0,945.0,0.2121696
946.0,946.0,0.122785345
947.0,947.0,0.009827545
948.0,948.0,0.0028134722
949.0,949.0,0.0032772494
950.0,950.0,0.010514116
951.0,951.0,0.20056702
952.0,952.0,0.011939755
953.0,953.0,0.035325818
954.0,954.0,0.07871599
955.0,955.0,0.013820078
956.0,956.0,0.0037361034
957.0,957.0,0.06429411
958.0,958.0,0.06390314
959.0,959.0,0.009127871
960.0,960.0,0.009654997
961.0,961.0,0.002890032
962.0,962.0,0.002040248
963.0,963.0,3.2720144E-4
964.0,964.0,5.023185E-4
965.0,965.0,9.4505685E-4
966.0,966.0,0.0019029162
967.0,967.0,0.0018400743
